dec_year,basis,node,official,estimated,est_minus_official,official_rolled,rolled_minus_official
2022,new,core,79.548,,,,
2022,new,food,13.531,13.5245,-0.0065,,
2022,new,energy,6.921,6.9228,0.0018,,
2022,new,core_goods,21.361,21.3586,-0.0024,,
2022,new,core_services,58.187,58.1941,0.0071,,
2022,new,commodities,38.382,38.3772,-0.0048,,
2022,new,services,61.618,61.6228,0.0048,,
2022,new,food_home,8.728,8.7233,-0.0047,,
2022,new,food_away,4.803,4.8012,-0.0018,,
2022,new,energy_cmdty,3.49,3.4911,0.0011,,
2022,new,energy_svc,3.431,3.4317,0.0007,,
2022,new,rent_shelter,34.037,34.035,-0.002,,
2022,new,svc_less_ros,27.581,27.5878,0.0068,,
2022,old,headline,100.0,100.0,0.0,100.0,0.0
2022,old,food,13.867,13.8762,0.0092,13.8668,-0.0002
2022,old,food_home,8.574,8.5801,0.0061,8.5739,-0.0001
2022,old,food_away,5.293,5.2961,0.0031,5.2929,-0.0001
2022,old,energy_svc,3.62,3.6206,0.0006,3.6208,0.0008
2023,new,headline,100.0,100.0,0.0,,
2023,new,core,79.79,,,,
2023,new,food,13.555,13.5956,0.0406,,
2023,new,energy,6.655,6.6595,0.0045,,
2023,new,core_goods,18.891,18.8812,-0.0098,,
2023,new,core_services,60.899,60.8637,-0.0353,,
2023,new,commodities,35.985,35.9873,0.0023,,
2023,new,services,64.015,64.0127,-0.0023,,
2023,new,food_home,8.167,8.1902,0.0232,,
2023,new,food_away,5.388,5.4054,0.0174,,
2023,new,energy_cmdty,3.539,3.5404,0.0014,,
2023,new,energy_svc,3.116,3.1192,0.0032,,
2023,new,rent_shelter,35.778,35.7769,-0.0011,,
2023,new,svc_less_ros,28.237,28.2359,-0.0011,,
2023,old,headline,100.0,100.0,0.0,100.0,0.0
2023,old,food,13.447,13.4398,-0.0072,13.4463,-0.0007
2023,old,food_home,8.555,8.5509,-0.0041,8.5555,0.0005
2023,old,food_away,4.891,4.8889,-0.0021,4.8908,-0.0002
2023,old,energy_svc,3.282,3.2833,0.0013,3.2826,0.0006
2024,new,headline,100.0,100.0,0.0,,
2024,new,core,80.094,,,,
2024,new,food,13.691,13.6974,0.0064,,
2024,new,energy,6.216,6.223,0.007,,
2024,new,core_goods,19.388,19.3724,-0.0156,,
2024,new,core_services,60.705,60.7073,0.0023,,
2024,new,commodities,36.201,36.1858,-0.0152,,
2024,new,services,63.799,63.8142,0.0152,,
2024,new,food_home,8.043,8.0442,0.0012,,
2024,new,food_away,5.648,5.6532,0.0052,,
2024,new,energy_cmdty,3.122,3.1256,0.0036,,
2024,new,energy_svc,3.094,3.0974,0.0034,,
2024,new,rent_shelter,35.072,35.0805,0.0085,,
2024,new,svc_less_ros,28.726,28.7338,0.0078,,
2024,old,headline,100.0,100.0,0.0,100.0,0.0
2024,old,core,80.061,,,,
2024,old,food,13.505,13.5452,0.0402,13.5048,-0.0002
2024,old,energy,6.434,6.4387,0.0047,6.4343,0.0003
2024,old,core_goods,18.263,18.2533,-0.0097,18.2628,-0.0002
2024,old,core_services,61.799,61.7631,-0.0359,61.7989,-0.0001
2024,old,commodities,35.074,35.0763,0.0023,35.0741,0.0001
2024,old,services,64.925,64.9238,-0.0012,64.926,0.001
2024,old,food_home,8.078,8.1015,0.0235,8.0786,0.0006
2024,old,food_away,5.427,5.4437,0.0167,5.4262,-0.0008
2024,old,energy_cmdty,3.307,3.3078,0.0008,3.3066,-0.0004
2024,old,energy_svc,3.127,3.1305,0.0035,3.1273,0.0003
2024,old,rent_shelter,36.375,36.3742,-0.0008,36.3754,0.0004
2024,old,svc_less_ros,28.55,28.5495,-0.0005,28.5506,0.0006
2025,new,headline,100.0,100.0,0.0,,
2025,new,core,79.919,,,,
2025,new,food,13.698,13.6916,-0.0064,,
2025,new,energy,6.383,6.3822,-0.0008,,
2025,new,core_goods,19.176,19.1891,0.0131,,
2025,new,core_services,60.744,60.7371,-0.0069,,
2025,new,commodities,35.994,35.9977,0.0037,,
2025,new,services,64.006,64.0023,-0.0037,,
2025,new,food_home,8.325,8.3204,-0.0046,,
2025,new,food_away,5.373,5.3712,-0.0018,,
2025,new,energy_cmdty,3.12,3.1207,0.0007,,
2025,new,energy_svc,3.262,3.2615,-0.0005,,
2025,new,rent_shelter,35.333,35.3192,-0.0138,,
2025,new,svc_less_ros,28.673,28.6831,0.0101,,
2025,old,headline,100.0,100.0,0.0,100.0,0.0
2025,old,core,80.065,,,,
2025,old,food,13.743,13.7493,0.0063,13.7429,-0.0001
2025,old,energy,6.193,6.2002,0.0072,6.1933,0.0003
2025,old,core_goods,19.151,19.1352,-0.0158,19.1507,-0.0003
2025,old,core_services,60.913,60.9152,0.0022,60.9129,-0.0001
2025,old,commodities,35.843,35.8275,-0.0155,35.8426,-0.0004
2025,old,services,64.157,64.1726,0.0156,64.1573,0.0003
2025,old,food_home,8.018,8.0195,0.0015,8.0183,0.0003
2025,old,food_away,5.725,5.7298,0.0048,5.7246,-0.0004
2025,old,energy_cmdty,2.949,2.9524,0.0034,2.949,-0.0
2025,old,energy_svc,3.244,3.2479,0.0039,3.2443,0.0003
2025,old,rent_shelter,35.219,35.2275,0.0085,35.2195,0.0005
2025,old,svc_less_ros,28.938,28.9452,0.0072,28.9378,-0.0002
