dec_year,basis,weights,indent,item,cpi_u,cpi_w,source
1987,new,,0,COMMODITIES,45.531,49.44,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ENERGY COMMODITIES,3.716,4.418,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,COMMODITIES LESS FOOD,29.476,31.648,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,COMMODITIES LESS FOOD AND ENERGY,25.76,27.23,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"COMMODITIES LESS FOOD, ENERGY, & UCR",24.447,24.884,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,COMMODITIES LESS FOOD & BEVERAGES,27.924,29.991,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DURABLES,11.868,12.972,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,NONDURABLES,33.663,36.468,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,NONDURABLES LESS FOOD,17.608,18.676,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,NONDURABLES LESS FOOD AND BEVERAGES,16.056,17.019,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"NONDURABLES LESS FOOD, BVRGS, APPAREL",10.284,11.185,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,NONDURABLES LESS FOOD AND APPAREL,11.835,12.842,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DOMESTICALLY PRODUCED FARM FOODS,8.584,9.697,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SELECTED BEEF CUTS,0.707,0.867,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SERVICES,54.469,50.56,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SERVICES LESS ENERGY,50.567,46.528,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SERVICES LESS RENT OF SHELTER,27.318,25.631,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SERVICES LESS MEDICAL CARE,49.754,46.528,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD SER LESS RENT OF SHELTER,9.359,9.138,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,RENT OF SHELTER,27.151,24.93,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"HOUSEKEEPING, HOME MAINTENANCE SER",1.644,1.252,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UTILITIES AND PUBLIC TRANSPORTATION,8.72,8.623,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER SERVICES,6.599,5.663,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TRANSPORTATION SERVICES,6.646,6.797,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEDICAL CARE SERVICES LESS HEALTH INS,4.534,3.892,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS,100.0,100.0,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ENERGY,7.618,8.449,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS ENERGY,92.382,91.551,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS FOOD,83.945,82.208,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS FOOD AND ENERGY,76.327,73.759,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS FOOD AND SHELTER,56.129,56.695,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"ALL ITEMS LESS FOOD,SHEL,AND ENERGY",48.511,48.245,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"ALL ITEMS LESS FOOD,SHEL,ENRGY & UCR",47.198,45.899,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS SHELTER,72.184,74.487,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS HOMEOWNERS' COSTS,80.327,82.818,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALL ITEMS LESS MEDICAL CARE,94.172,95.053,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FOOD AND BEVERAGES,17.607,19.449,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FOOD,16.055,17.792,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FOOD AT HOME,9.864,11.138,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CEREALS AND BAKERY PRODUCTS,1.351,1.535,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"MEATS, POULTRY, FISH AND EGGS",3.035,3.546,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"MEATS, POULTRY, AND FISH",2.887,3.373,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEATS,2.067,2.48,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DAIRY PRODUCTS,1.229,1.357,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRUITS AND VEGETABLES,1.787,1.884,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH FRUITS AND VEGETABLES,1.149,1.206,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PROCESSED FRUITS AND VEGETABLES,0.638,0.678,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER FOOD AT HOME,2.462,2.816,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSING,42.479,39.949,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SHELTER,27.816,25.513,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,RENTERS' COSTS,7.924,8.124,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER RENTERS' COSTS,1.894,1.251,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MAINTENANCE AND REPAIRS,0.22,0.207,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD FUELS AND OTHER UTILITIES,7.695,7.897,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD FUELS,4.328,4.419,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD FURNISHINGS & OPERATION,6.968,6.539,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEFURNISHINGS,4.262,4.173,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPLIANCES & ELECTRONIC EQUIPMENT,1.22,1.268,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPAREL AND UPKEEP,6.335,6.358,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPAREL COMMODITIES,5.772,5.834,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPAREL COMMODITIES LESS FOOTWEAR,4.931,4.907,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEN'S AND BOY'S APPAREL,1.524,1.52,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,WOMEN'S AND GIRL'S APPAREL,2.637,2.592,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER APPAREL COMMODITIES,0.54,0.498,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TRANSPORTATION,17.451,19.411,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PRIVATE TRANSPORTATION,16.0,18.299,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER PRIVATE TRANSPORTATION,4.411,5.032,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER PRIVATE TRANS. COMMODITIES,0.749,0.946,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTH PRIVATE TRANS. SERVICES,3.662,4.086,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEDICAL CARE,5.828,4.947,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEDICAL CARE LESS HEALTH INSURANCE,5.648,4.807,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEDICAL CARE COMMODITIES,1.114,0.915,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MEDICAL CARE SERVICES,4.715,4.032,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ENTERTAINMENT,4.368,4.044,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ENTERTAINMENT COMMODITIES,2.102,2.19,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER GOODS AND SERVICES,5.931,5.84,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PERSONAL CARE,1.218,1.169,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PERSONAL AND EDUCATIONAL EXPENSES,3.426,2.977,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PERSONAL AND EDUCATIONAL SERVICES,3.203,2.784,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CEREALS AND CEREAL PRODUCTS,0.43,0.496,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"FLOUR,PREP FLOUR MIXES",0.074,0.087,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CEREAL,0.255,0.291,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"RICE,PASTA,CORNMEAL",0.101,0.117,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BAKERY PRODUCTS,0.921,1.04,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,WHITE BREAD,0.221,0.271,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH OTH BREADS/BISC/ROLLS/MUFFINS,0.204,0.213,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"COOKIES, FRESH CAKES & CUPCAKES",0.234,0.277,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER BAKERY PRODUCTS,0.262,0.279,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BEEF AND VEAL,1.033,1.236,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,GROUND BEEF EXCLUDE CANNED,0.378,0.469,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CHUCK ROAST,0.085,0.099,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ROUND ROAST,0.054,0.06,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER BEEF AND VEAL,0.345,0.391,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ROUND STEAK,0.089,0.115,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SIRLOIN STEAK,0.082,0.101,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PORK,0.615,0.748,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BACON,0.106,0.125,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PORK CHOPS,0.146,0.181,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HAM,0.147,0.179,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER PORK INCL SAUSAGE,0.216,0.263,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER MEATS,0.419,0.496,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER MEATS,0.419,0.496,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,POULTRY,0.427,0.474,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH WHOLE CHICKEN,0.14,0.165,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH/FROZEN CHICKEN PARTS,0.206,0.223,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER POULTRY,0.081,0.085,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FISH AND SEAFOOD,0.393,0.419,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"CANNED FISH,SEAFOOD",0.086,0.094,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"FRESH/FROZEN FISH,SEAFOOD",0.307,0.325,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,EGGS,0.148,0.173,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,EGGS,0.148,0.173,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH MILK AND CREAM,0.609,0.71,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH WHOLE MILK,0.354,0.439,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER FRESH MILK AND CREAM,0.255,0.271,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PROCESSED DAIRY PRODUCTS,0.62,0.647,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER DAIRY PRODUCTS INCL BUTTER,0.118,0.122,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CHEESE,0.341,0.351,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"ICE CREAM,RELATED PROD",0.161,0.174,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH FRUITS,0.546,0.568,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPLES,0.087,0.095,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BANANAS,0.066,0.07,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ORANGES INCLUDING TANGERINES,0.078,0.095,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER FRESH FRUITS,0.315,0.308,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FRESH VEGETABLES,0.603,0.637,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,POTATOES,0.083,0.092,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LETTUCE,0.134,0.142,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TOMATOES,0.088,0.103,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER FRESH VEGETABLES,0.297,0.3,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PROCESSED FRUITS,0.37,0.371,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"FRUIT JUICES, & FROZEN FRUIT",0.289,0.295,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CANNED AND DRIED FRUITS,0.081,0.077,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PROCESSED VEGETABLES,0.268,0.307,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FROZEN VEGETABLES,0.091,0.101,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,PROCESSED VEGETABLES EXCLUDING FROZEN,0.177,0.206,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SUGAR AND SWEETS,0.349,0.391,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SWEETS INCLUDING CANDY,0.258,0.278,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SUGAR AND ARTIFICIAL SWEETNERS,0.091,0.113,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FATS AND OILS,0.259,0.295,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FATS AND OILS,0.259,0.295,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,NONALCOHOLIC BEVERAGES,0.821,0.952,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CARBONATED DRINKS,0.433,0.531,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,COFFEE,0.239,0.251,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTH NONCARBONATED DRINKS,0.15,0.17,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER PREPARED FOODS,1.033,1.178,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CANNED PACKAGED SOUP,0.084,0.093,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FROZEN PREPARED FOODS,0.189,0.208,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SNACKS,0.213,0.242,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SEASNGS/CONDIMENTS/SAUCES/GRAVIES,0.265,0.299,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MISC. PREPARED FOODS INCL. BABY FOOD,0.282,0.336,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FOOD AWAY FROM HOME,6.192,6.653,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LUNCH,2.177,2.463,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DINNER,2.661,2.737,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER MEALS AND SNACKS,1.033,1.223,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UNPRICED ITEMS,0.321,0.23,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALCOHOLIC BEVERAGES,1.552,1.657,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALCOHOLIC BEVERAGES AT HOME,0.853,0.932,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BEER AND ALE AT HOME,0.438,0.548,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DISTILLED SPIRITS AT HOME,0.221,0.21,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,WINE AT HOME,0.193,0.175,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ALCOHOLIC BEV AWAY FROM HOME,0.699,0.725,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,RENT-RENTER OCCUPIED,7.887,8.094,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,RENT OF DWELLING,6.03,6.873,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LODGING WHILE OUT OF TOWN,1.662,1.097,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LODGING WHILE AT SCHOOL,0.196,0.124,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOMEOWNERS' COSTS,19.673,17.182,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OWNERS' EQUIVALENT RENT,19.263,16.836,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD INSURANCE,0.409,0.347,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MAINTENANCE AND REPAIR SERVICES,0.133,0.111,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MAINTENANCE AND REPAIR SERVICES,0.133,0.111,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MAINTENANCE AND REPAIR COMMOD,0.087,0.097,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"MATERIALS, SUPP & EQUIP FOR HM REPS",0.039,0.043,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER MAINTENANCE & REPAIR COMMOD,0.048,0.054,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FUEL OIL & OTH HOUS. FUEL COM,0.426,0.387,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FUEL OIL,0.3,0.257,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER HOUSEHOLD FUEL COMMOD,0.126,0.13,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,GAS (PIPED) AND ELECTRICITY,3.902,4.032,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,ELECTRICITY,2.673,2.738,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UTILITY (PIPED) GAS,1.229,1.294,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER UTIL AND PUBLIC SERVICES,3.367,3.478,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TELEPHONE SERVICES,2.089,2.111,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER UTIL AND PUBLIC SER EXCL TELE,1.278,1.367,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TELEPHONE- MAIN STATN SERV,1.322,1.342,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,WATER/SEWERAGE MAINTENANCE,0.666,0.693,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"COMMUNITY ANTENNA,CABLE TV",0.446,0.511,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,GARBAGE/TRASH COLLECTION,0.166,0.164,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TELE.INTERSTATE TOLL CALL,0.42,0.417,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TELE.INTRASTATE TOLL CALL,0.347,0.352,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TEXTILE HOUSEFURNISHINGS,0.408,0.384,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TEXTILE HOUSEFURNISHINGS,0.408,0.384,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,FURNITURE AND BEDDING,1.272,1.24,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BEDROOM FURNITURE,0.41,0.453,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SOFAS,0.259,0.254,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"LIVING ROOM CHAIRS, TABLES",0.206,0.196,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER FURNITURE,0.398,0.338,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MAJOR HOUSEHOLD APPLIANCES,0.372,0.407,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"REFRIGERATOR, HOME FREEZER",0.11,0.12,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LAUNDRY EQUIPMENT,0.116,0.134,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,STOVES/OVENS/DSHWHRS/AIR CONDS,0.146,0.153,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TV AND SOUND EQUIPMENT,0.665,0.724,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TELEVISION,0.233,0.264,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER VIDEO EQUIPMENT,0.153,0.158,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SOUND EQUIPMENT,0.28,0.303,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UNPRICED ITEMS,0.0,0.0,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,OTHER HOUSEFURNISHINGS,1.362,1.281,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"FL/WDW CV,IN/LDY/CL/OD EQ",0.195,0.164,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"CLOCKS,LAMPS, AND DECOR ITEMS",0.259,0.209,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"TBLWR,SRV PCS,NONEL KTNWR",0.233,0.208,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"LAWN EQ, POWER TOOLS & OTH HRDW",0.231,0.279,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,SEWING MACH & PORTABLE HEATING EQUIP,0.175,0.184,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,INDOOR PLANTS & FRESH CUT FLOWERS,0.172,0.15,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UNPRICED ITEMS,0.097,0.087,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEKEEPING SUPPLIES,1.195,1.225,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,LAUNDRY & CLNING PRODUCTS INCL SOAP,0.422,0.485,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEHOLD PAPER PROD & STNRY SUPPLIES,0.381,0.376,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,MISC HOUSEHOLD PRODUCTS,0.391,0.364,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,HOUSEKEEPING SERVICES,1.511,1.141,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,POSTAGE,0.244,0.237,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,BABYSITTING,0.259,0.333,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,DOMESTIC SERVICE,0.255,0.073,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,"GARDENING,OTH HOME SERV",0.396,0.225,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,APPLIANCE AND FURNITURE REPAIR,0.185,0.145,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,CARE OF INVALIDS/ELDERLY/CONVALES,0.054,0.037,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,UNPRICED ITEMS,0.118,0.091,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
1987,new,,0,TENANTS' INSURANCE,0.036,0.03,ri-archive-1987-1989/1987-1989_RI_archive/1987.txt
