dec_year,basis,weights,node,item,cpi_u,source
2003,new,2001-2002 Weights,services,Services,59.883,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,food_home,Food at home,8.256,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,food_away,Food away from home,6.127,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,energy_cmdty,Energy commodities,3.48,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,energy_svc,(derived) Energy - Energy commodities,3.6,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,rent_shelter,Rent of shelter,32.494,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,new,2001-2002 Weights,svc_less_ros,Services less rent of shelter,27.389,ri-archive-2000-2009/2000-2009_RI_archive/2003.txt
2003,old,1999-2000 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,core,All items less food and energy,78.143,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,food,Food,14.801,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,energy,Energy,7.056,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,core_goods,Commodities less food and energy commodities,21.965,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,core_services,Services less energy services,56.178,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,commodities,Commodities,40.254,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,services,Services,59.746,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,food_home,Food at home,8.558,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,food_away,Food away from home,6.243,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,energy_cmdty,Energy commodities,3.488,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,energy_svc,(derived) Energy - Energy commodities,3.568,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,rent_shelter,Rent of shelter,31.47,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2003,old,1999-2000 Weights,svc_less_ros,Services less rent of shelter,28.276,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2003.txt
2004,new,2001-2002 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,core,All items less food and energy,77.714,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,food,Food,14.295,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,energy,Energy,7.991,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,core_goods,Commodities less food and energy commodities,21.674,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,core_services,Services less energy services,56.04,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,commodities,Commodities,40.239,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,services,Services,59.761,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,food_home,Food at home,8.183,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,food_away,Food away from home,6.113,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,energy_cmdty,Energy commodities,4.269,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,energy_svc,(derived) Energy - Energy commodities,3.722,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,rent_shelter,Rent of shelter,32.3,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2004,new,2001-2002 Weights,svc_less_ros,Services less rent of shelter,27.462,ri-archive-2000-2009/2000-2009_RI_archive/2004.txt
2005,new,2003-2004 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,core,All items less food and energy,77.373,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,food,Food,13.942,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,energy,Energy,8.685,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,core_goods,Commodities less food and energy commodities,22.319,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,core_services,Services less energy services,55.055,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,commodities,Commodities,40.79,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,services,Services,59.21,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,food_home,Food at home,7.988,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,food_away,Food away from home,5.953,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,energy_cmdty,Energy commodities,4.53,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,energy_svc,(derived) Energy - Energy commodities,4.155,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,rent_shelter,Rent of shelter,31.884,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2005,new,2003-2004 Weights,svc_less_ros,Services less rent of shelter,27.325,ri-archive-2000-2009/2000-2009_RI_archive/2005.txt
2006,new,2003-2004 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,core,All items less food and energy,77.401,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,food,Food,13.885,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,energy,Energy,8.715,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,core_goods,Commodities less food and energy commodities,21.735,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,core_services,Services less energy services,55.666,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,commodities,Commodities,40.305,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,services,Services,59.695,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,food_home,Food at home,7.896,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,food_away,Food away from home,5.989,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,energy_cmdty,Energy commodities,4.685,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,energy_svc,(derived) Energy - Energy commodities,4.03,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,rent_shelter,Rent of shelter,32.407,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2006,new,2003-2004 Weights,svc_less_ros,Services less rent of shelter,27.288,ri-archive-2000-2009/2000-2009_RI_archive/2006.txt
2007,new,2005-2006 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,core,All items less food and energy,76.469,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,food,Food,13.833,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,energy,Energy,9.698,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,core_goods,Commodities less food and energy commodities,21.602,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,core_services,Services less energy services,54.867,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,commodities,Commodities,41.269,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,services,Services,58.731,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,food_home,Food at home,7.66,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,food_away,Food away from home,6.173,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,energy_cmdty,Energy commodities,5.834,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,energy_svc,(derived) Energy - Energy commodities,3.864,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,rent_shelter,Rent of shelter,32.271,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,new,2005-2006 Weights,svc_less_ros,Services less rent of shelter,26.46,ri-archive-2000-2009/2000-2009_RI_archive/2007.txt
2007,old,2003-2004 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,core,All items less food and energy,76.172,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,food,Food,13.995,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,energy,Energy,9.833,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,core_goods,Commodities less food and energy commodities,20.902,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,core_services,Services less energy services,55.27,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,commodities,Commodities,40.725,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,services,Services,59.275,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,food_home,Food at home,8.012,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,food_away,Food away from home,5.983,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,energy_cmdty,Energy commodities,5.828,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,energy_svc,(derived) Energy - Energy commodities,4.005,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,rent_shelter,Rent of shelter,32.119,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2007,old,2003-2004 Weights,svc_less_ros,Services less rent of shelter,27.156,ri-archive-2000-2009/2000-2009_RI_archive/old-weights-2007.txt
2008,new,2005-2006 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,core,All items less food and energy,77.746,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,food,Food,14.629,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,energy,Energy,7.624,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,core_goods,Commodities less food and energy commodities,21.461,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,core_services,Services less energy services,56.285,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,commodities,Commodities,39.556,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,services,Services,60.444,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,food_home,Food at home,8.156,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,food_away,Food away from home,6.474,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,energy_cmdty,Energy commodities,3.465,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,energy_svc,(derived) Energy - Energy commodities,4.159,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,rent_shelter,Rent of shelter,32.867,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2008,new,2005-2006 Weights,svc_less_ros,Services less rent of shelter,27.577,ri-archive-2000-2009/2000-2009_RI_archive/2008.txt
2009,new,2007-2008 Weights,headline,All items,100.0,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,core,All items less food and energy,77.708,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,food,Food,13.738,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,energy,Energy,8.553,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,core_goods,Commodities less food and energy commodities,21.276,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,core_services,Services less energy services,56.432,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,commodities,Commodities,39.816,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,services,Services,60.184,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,food_home,Food at home,7.801,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,food_away,Food away from home,5.937,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,energy_cmdty,Energy commodities,4.801,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,energy_svc,(derived) Energy - Energy commodities,3.752,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,rent_shelter,Rent of shelter,31.942,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2009,new,2007-2008 Weights,svc_less_ros,Services less rent of shelter,28.243,ri-archive-2000-2009/2000-2009_RI_archive/2009.txt
2010,new,2007-2008 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,core,All items less food and energy,77.179,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,food,Food,13.742,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,energy,Energy,9.079,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,core_goods,Commodities less food and energy commodities,20.882,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,core_services,Services less energy services,56.297,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,commodities,Commodities,40.012,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,services,Services,59.988,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,food_home,Food at home,7.816,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,food_away,Food away from home,5.926,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,energy_cmdty,Energy commodities,5.388,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,energy_svc,Energy services,3.691,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,rent_shelter,Rent of shelter,31.607,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2010,new,2007-2008 Weights,svc_less_ros,Services less rent of shelter,28.382,ri-archive-2010-2019/2010-2019_RI_archive/2010.txt
2011,new,2009-2010 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,core,All items less food and energy,76.013,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,food,Food,14.308,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,energy,Energy,9.679,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,core_goods,Commodities less food and energy commodities,19.852,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,core_services,Services less energy services,56.161,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,commodities,Commodities,39.966,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,services,Services,60.034,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,food_home,Food at home,8.638,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,food_away,Food away from home,5.669,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,energy_cmdty,Energy commodities,5.806,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,energy_svc,Energy services,3.873,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,rent_shelter,Rent of shelter,31.19,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2011,new,2009-2010 Weights,svc_less_ros,Services less rent of shelter,28.844,ri-archive-2010-2019/2010-2019_RI_archive/2011.txt
2012,new,2009-2010 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,core,All items less food and energy,76.127,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,food,Food,14.312,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,energy,Energy,9.561,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,core_goods,Commodities less food and energy commodities,19.574,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,core_services,Services less energy services,56.553,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,commodities,Commodities,39.68,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,services,Services,60.32,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,food_home,Food at home,8.598,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,food_away,Food away from home,5.713,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,energy_cmdty,Energy commodities,5.795,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,energy_svc,Energy services,3.767,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,rent_shelter,Rent of shelter,31.327,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2012,new,2009-2010 Weights,svc_less_ros,Services less rent of shelter,28.993,ri-archive-2010-2019/2010-2019_RI_archive/2012.txt
2013,new,2011-2012 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,core,All items less food and energy,77.063,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,food,Food,13.891,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,energy,Energy,9.046,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,core_goods,Commodities less food and energy commodities,19.71,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,core_services,Services less energy services,57.353,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,commodities,Commodities,38.942,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,services,Services,61.058,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,food_home,Food at home,8.187,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,food_away,Food away from home,5.704,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,energy_cmdty,Energy commodities,5.34,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,energy_svc,Energy services,3.705,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,rent_shelter,Rent of shelter,31.671,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2013,new,2011-2012 Weights,svc_less_ros,Services less rent of shelter,29.387,ri-archive-2010-2019/2010-2019_RI_archive/2013.txt
2014,new,2011-2012 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,core,All items less food and energy,77.713,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,food,Food,14.257,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,energy,Energy,8.03,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,core_goods,Commodities less food and energy commodities,19.408,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,core_services,Services less energy services,58.305,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,commodities,Commodities,37.88,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,services,Services,62.12,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,food_home,Food at home,8.427,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,food_away,Food away from home,5.83,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,energy_cmdty,Energy commodities,4.215,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,energy_svc,Energy services,3.815,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,rent_shelter,Rent of shelter,32.336,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2014,new,2011-2012 Weights,svc_less_ros,Services less rent of shelter,29.784,ri-archive-2010-2019/2010-2019_RI_archive/2014.txt
2015,new,2013-2014 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,core,All items less food and energy,79.169,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,food,Food,14.015,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,energy,Energy,6.816,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,core_goods,Commodities less food and energy commodities,19.613,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,core_services,Services less energy services,59.556,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,commodities,Commodities,36.856,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,services,Services,63.144,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,food_home,Food at home,8.23,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,food_away,Food away from home,5.785,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,energy_cmdty,Energy commodities,3.228,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,energy_svc,Energy services,3.588,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,rent_shelter,Rent of shelter,32.801,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2015,new,2013-2014 Weights,svc_less_ros,Services less rent of shelter,30.343,ri-archive-2010-2019/2010-2019_RI_archive/2015.txt
2016,new,2013-2014 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,core,All items less food and energy,79.263,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,food,Food,13.698,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,energy,Energy,7.039,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,core_goods,Commodities less food and energy commodities,19.101,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,core_services,Services less energy services,60.162,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,commodities,Commodities,36.246,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,services,Services,63.754,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,food_home,Food at home,7.899,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,food_away,Food away from home,5.799,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,energy_cmdty,Energy commodities,3.447,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,energy_svc,Energy services,3.592,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,rent_shelter,Rent of shelter,33.309,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2016,new,2013-2014 Weights,svc_less_ros,Services less rent of shelter,30.445,ri-archive-2010-2019/2010-2019_RI_archive/2016.txt
2017,new,2015-2016 Weights,headline,All items,100.0,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,core,All items less food and energy,79.103,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,food,Food,13.384,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,energy,Energy,7.513,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,core_goods,Commodities less food and energy commodities,19.849,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,core_services,Services less energy services,59.254,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,commodities,Commodities,37.327,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,services,Services,62.673,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,food_home,Food at home,7.382,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,food_away,Food away from home,6.002,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,energy_cmdty,Energy commodities,4.094,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,energy_svc,Energy services,3.419,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
2017,new,2015-2016 Weights,rent_shelter,Rent of shelter,32.468,ri-archive-2010-2019/2010-2019_RI_archive/2017.txt
